"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"ErGyldigForPoengtilleggAmbulantBehandling";"DRG_CCNivå";"DRG_CCGruppe";"ErSomatikk"
"719O";"Hysteroskopi og salpingoskopi";0.085;0;;0.085;13;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"720O";"Kombinert gastrointestinal endoskopi";0.124;0;;0.124;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"75O";"Større thoraxoperasjoner, dagkirurgisk behandling";0.132;1;"K";0.132;4;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"77O";"Op på åndedrettssystemet ITAD, dagkirurgisk behandling";0.232;1;"K";0.232;4;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"801H";"Poliklinisk behandling av nevrologiske lidelser med infusjon av særskilte legemidler";0.339;0;;0.339;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"801J";"Poliklinisk kontakt med påfyll av baklofen ved ITB-behandling av dystoni og spastisitet";0.073;0;;0.073;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"801R";"Lokal smertebehandling";0.060;0;;0.060;1;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"801T";"Justering av implantert infusjonsutstyr eller shunt";0.034;0;;0.034;1;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"801U";"Nevropsykologisk undersøkelse";0.203;0;;0.203;1;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"801W";"Poliklinisk behandling av tilstander i nervesystemet med lokal injeksjon av botulinumtoksin";0.095;0;;0.095;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"801X";"Poliklinisk kontakt for nevrofysiologisk undersøkelse og testing";0.027;0;;0.027;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"802P";"Annen poliklinisk utredning og behandling av øyetilstander med spesifiserte tiltak";0.033;0;;0.033;2;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"802U";"Poliklinisk behandling av AMD og makulaødem med lokal medikamentinjeksjon eller fotodynamisk metode";0.090;0;;0.090;2;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"803N";"Annen poliklinisk utredning og behandling av ØNH-tilstander med spesifiserte tiltak";0.045;0;;0.045;3;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"803R";"Diagnostisk intervensjon ved søvnapné";0.027;0;;0.027;3;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"803T";"Tannimplantatbehandling";0.293;0;;0.293;3;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"803U";"Hørselsundersøkelser og hørselsforbedrende tiltak";0.025;0;;0.025;3;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"804P";"Lokale intervensjoner i toraks";0.107;0;;0.107;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"804R";"Lungefunksjonsundersøkelse";0.064;0;;0.064;4;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"805P";"Elektrokonvertering av hjertearytmi";0.142;0;;0.142;5;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"806H";"Poliklinisk behandling av mage-tarmlidelser med infusjon av særskilte legemidler";0.254;0;;0.254;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"806P";"Mindre gastroenterologisk abdominal prosedyre";0.046;0;;0.046;6;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"806R";"Fysiologisk gastrointestinal undersøkelse";0.041;0;;0.041;6;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"807P";"Gastrointestinal biopsi";0.127;0;;0.127;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"808H";"Polikl behandling av revmatologiske lidelser med infusjon av særskilte legemidler";0.206;0;;0.206;8;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"808I";"Ikke-kirurgisk behandling av Dupuytrens kontraktur";0.198;0;;0.198;8;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"808U";"Muskel- og skjelettbiopsi";0.058;0;;0.058;8;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"808W";"Lukket reposisjon av brudd og luksasjon eller leddmobilisering";0.073;0;;0.073;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"808Y";"Ortopedisk bandasjering";0.051;0;;0.051;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"809H";"Poliklinisk behandling av hudlidelser med infusjon av særskilte legemidler";0.237;0;;0.237;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"809J";"Eksisjon eller destruksjon av hudlesjon";0.082;0;;0.082;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"809P";"Fotodynamisk behandling av hudlidelse";0.056;0;;0.056;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"809R";"Annen lysbehandling";0.008;0;;0.008;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"809S";"Basal sårbehandling";0.036;0;;0.036;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"809T";"Mindre hudprosedyre";0.056;0;;0.056;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"810R";"Registrering av hormonprofil";0.090;0;;0.090;10;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"811P";"Punksjon av nyre eller retroperitoneum";0.336;0;;0.336;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"811R";"Polikliniske urologiske tiltak, hovedsakelig diagnostiske";0.031;0;;0.031;11;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"811S";"Mindre prosedyre på nyrer og urinveier";0.033;0;;0.033;11;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"812P";"Mindre prosedyrer på mannlige kjønnsorgan";0.034;0;;0.034;12;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"813R";"Assistert befruktning";0.039;0;;0.039;13;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"813S";"Gynekologisk biopsi";0.042;0;;0.042;13;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"813T";"Annen poliklinisk gynekologisk prosedyre";0.067;0;;0.067;13;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"814P";"Annen helsehjelp ifm spontanabort og komplikasjoner etter abort";0.043;0;;0.043;14;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"814R";"Andre forløsningsprosedyrer";0.075;0;;0.075;14;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"814S";"Medikamentell svangerskapsavbrytelse";0.047;0;;0.047;14;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"816P";"Transfusjon av andre blodkomponenter";0.123;0;;0.123;16;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"816R";"Transfusjon av fullblod eller røde blodlegemer";0.086;0;;0.086;16;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"817S";"Fullblods tapping, eller uttak av beinmarg";0.051;0;;0.051;40;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"823R";"Mindre prosedyrer vedr faktorer som har betydning for helsetilstanden/ kontakten med helsetjenesten";0.034;0;;0.034;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"823S";"Allergologisk provokasjonstest";0.052;0;;0.052;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"823T";"Desensibilisering mot allergener ";0.041;0;;0.041;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"823U";"Hyperbar oksygenbehandling";0.055;0;;0.055;40;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"850A";"Poliklinisk kontakt for ordinær planlegging av stråleterapi";0.453;0;;0.453;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"850B";"Poliklinisk kontakt for kompleks planlegging av stråleterapi";0.445;0;;0.445;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"850C";"Poliklinisk kontakt for simulering og annen enklere planlegging av stråleterapi";0.274;0;;0.274;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"851A";"Poliklinisk ekstern strålebehandling ved svulst i sentralnervesystemet";0.036;0;;0.036;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"851C";"Poliklinisk ekstern strålebehandling ved svulst i øre, nese, hals, øye og ansikt";0.037;0;;0.037;2;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"851D";"Poliklinisk ekstern strålebehandling ved lungekreft";0.039;0;;0.039;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"851F";"Poliklinisk ekstern strålebehandling ved kreft i fordøyelsesorganer";0.036;0;;0.036;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"851J";"Poliklinisk ekstern strålebehandling ved hudkreft";0.035;0;;0.035;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"851K";"Poliklinisk ekstern strålebehandling ved brystkreft";0.038;0;;0.038;30;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"851N";"Poliklinisk ekstern strålebehandling ved svulst i mannlige kjønnsorganer";0.037;0;;0.037;12;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"851R";"Poliklinisk ekstern strålebehandling ved kreft i bloddannende organer og lymfatisk vev";0.039;0;;0.039;17;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"851X";"Poliklinisk ekstern strålebehandling ved andre tilstander";0.038;0;;0.038;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"852N";"Brakyterapi ved prostatakreft";2.354;0;"K";2.354;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"852X";"Poliklinisk brakyterapi ved svulst";0.841;0;;0.841;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"856D";"Poliklinisk medikamentell behandling av lungekreft";0.335;0;;0.335;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"856F";"Poliklinisk medikamentell behandling av kreft i fordøyelsesorganer";0.147;0;;0.147;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"856G";"Poliklinisk medikamentell behandling av kreft i lever, galleveier og bukspyttkjertel";0.147;0;;0.147;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"856J";"Poliklinisk medikamentell behandling av malignt melanom";0.829;0;;0.829;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"856K";"Poliklinisk medikamentell behandling av brystkreft";0.227;0;;0.227;30;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"856M";"Poliklinisk medikamentell behandling av kreft i nyre og urinveier";0.175;0;;0.175;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"856N";"Poliklinisk medikamentell behandling av svulst i mannlige kjønnsorganer";0.245;0;;0.245;12;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"856O";"Poliklinisk medikamentell behandling av svulst i kvinnelige kjønnsorganer";0.202;0;;0.202;13;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"856R";"Poliklinisk medikamentell behandling av kreft i bloddannende organer og lymfatisk vev";0.312;0;;0.312;17;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"856X";"Poliklinisk medikamentell behandling av andre kreftformer";0.265;0;;0.265;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"862B";"Dagrehabilitering";0.120;0;;0.120;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"862O";"Poliklinisk rehabilitering";0.035;0;;0.035;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"877O";"Andre polikliniske kontakter for gjennomføring av middels omfattende prosedyrer";0.061;0;;0.061;40;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"8O";"Perifere, hjerne- og andre nerveop, dagkirurgisk behandling";0.380;1;"K";0.380;1;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"901A";"Poliklinisk konsultasjon vedrørende hodepine";0.053;0;;0.053;1;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"901B";"Poliklinisk konsultasjon vedrørende epilepsi og andre krampetilstander";0.052;0;;0.052;1;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"901C";"Poliklinisk konsultasjon vedr sykdom i perifere nerver";0.059;0;;0.059;1;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"901D";"Poliklinisk konsultasjon vedr MS, degenerative og visse andre nevr lidelser";0.059;0;;0.059;1;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"901E";"Annen poliklinisk konsultasjon vedr smerterelaterte tilstander";0.050;0;;0.050;1;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"901O";"Poliklinisk konsultasjon vedr andre sykdommer i nervesystemet";0.073;0;;0.073;1;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"902O";"Poliklinisk konsultasjon vedrørende andre øyesykdommer";0.025;0;;0.025;2;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"903A";"Poliklinisk konsultasjon vedr betennelsestilstander i ØNH-regionen";0.039;0;;0.039;3;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"903B";"Poliklinisk konsultasjon vedr sykdommer og skader i kjeve, tenner eller munnhule";0.047;0;;0.047;3;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"903C";"Poliklinisk konsultasjon vedr søvnapne";0.027;0;;0.027;3;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"903O";"Poliklinisk konsultasjon vedr andre sykdommer i øre-nese-hals";0.031;0;;0.031;3;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"904A";"Poliklinisk konsultasjon vedr astma og bronkitt";0.064;0;;0.064;4;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"904B";"Poliklinisk konsultasjon vedr KOLS";0.061;0;;0.061;4;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"904C";"Poliklinisk konsultasjon vedr svulst i lunger, bronkier eller mediastinum";0.046;0;;0.046;4;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"904D";"Poliklinisk konsultasjon vedr infeksjon i nedre luftveier";0.071;0;;0.071;4;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"904O";"Poliklinisk konsultasjon vedr andre sykdommer i nedre luftveier/ lunge";0.055;0;;0.055;4;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"905A";"Pol konsultasjon vedr atrieflimmer og andre rytme- eller ledningsforstyrrelser";0.038;0;;0.038;5;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"905B";"Poliklinisk konsultasjon vedr hypertensjon";0.042;0;;0.042;5;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"905C";"Pol konsultasjon vedr angina pectoris og iskemisk hjertesykdom, unntatt AMI";0.047;0;;0.047;5;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"905D";"Poliklinisk konsultasjon vedr hjertesvikt";0.037;0;;0.037;5;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"905E";"Poliklinisk konsultasjon vedrørende sykdom i perifere blodkar";0.035;0;;0.035;5;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"905O";"Poliklinisk konsultasjon vedrørende andre kretsløpsykdommer";0.047;0;;0.047;5;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"906A";"Poliklinisk konsultasjon vedr svulst i fordøyelseskanalen";0.043;0;;0.043;6;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"906B";"Poliklinisk konsultasjon vedr inflammatorisk tarmsykdom";0.069;0;;0.069;6;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"906C";"Poliklinisk konsultasjon vedr smerte i mageregionen";0.050;0;;0.050;6;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"906O";"Poliklinisk konsultasjon vedrørende andre fordøyelsessykdommer";0.042;0;;0.042;6;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"907A";"Poliklinisk konsultasjon vedr hepatitt og andre ikke-maligne leverlidelser";0.043;0;;0.043;7;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"907B";"Poliklinisk konsultasjon vedr galleveislidelser";0.041;0;;0.041;7;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"907O";"Poliklinisk konsultasjon vedrørende andre sykdommer i lever og galleveier";0.051;0;;0.051;7;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"908A";"Pol kons vedr brudd, dislokasjon eller bløtdelsskade i armer, ben eller bekken";0.045;0;;0.045;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"908B";"Poliklinisk konsultasjon vedrørende artrose";0.033;0;;0.033;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"908C";"Poliklinisk konsultasjon vedr inflammatorisk leddsykdom";0.041;0;;0.041;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"908D";"Poliklinisk konsultasjon vedr systemiske bindevevssykdommer";0.054;0;;0.054;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"908E";"Poliklinisk konsultasjon vedr tendinitt og bursitt";0.033;0;;0.033;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"908F";"Poliklinisk konsultasjon vedr lidelser og skader i rygg og nakke";0.043;0;;0.043;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"908G";"Poliklinisk konsultasjon vedr myositt";0.074;0;;0.074;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"908H";"Poliklinisk konsultasjon vedr osteoporose";0.091;0;;0.091;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"908O";"Poliklinisk konsultasjon vedrørende andre sykdommer i bevegelsesapparatet";0.029;0;;0.029;8;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"909A";"Poliklinisk konsultasjon vedrørende mindre hudskader";0.052;0;;0.052;9;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"909B";"Poliklinisk konsultasjon vedrørende kroniske sår";0.032;0;;0.032;9;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"909C";"Poliklinisk konsultasjon vedrørende svulster i hud og underhud";0.029;0;;0.029;9;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"909D";"Poliklinisk konsultasjon vedr psoriasis og andre papuloskvamøse lidelser";0.042;0;;0.042;9;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"909E";"Poliklinisk konsultasjon vedr eksem og dermatitt";0.027;0;;0.027;9;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"909O";"Poliklinisk konsultasjon vedr andre sykdommer i hud og underhud";0.031;0;;0.031;9;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"910A";"Poliklinisk konsultasjon vedrørende diabetes mellitus";0.036;0;;0.036;10;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"910B";"Poliklinisk konsultasjon vedrørende sykdom i skjoldbruskkjertelen";0.040;0;;0.040;10;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"910C";"Poliklinisk konsultasjon vedrørende fedme og overvekt";0.035;0;;0.035;10;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"910O";"Poliklinisk konsultasjon vedr andre endokrine/ernærings-/ stoffskiftesykdommer";0.049;0;;0.049;10;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"911A";"Poliklinisk konsultasjon vedrørende nyresvikt";0.036;0;;0.036;11;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"911B";"Poliklinisk konsultasjon vedrørende svulst i urinveiene";0.034;0;;0.034;11;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"911C";"Poliklinisk konsultasjon vedr oppfølging av nyretransplanterte";0.045;0;;0.045;11;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"911O";"Poliklinisk konsultasjon vedr andre sykdommer i nyre og urinveier";0.040;0;;0.040;11;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"912A";"Poliklinisk konsultasjon vedr ondartet svulst i mannlige kjønnsorgan";0.033;0;;0.033;12;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"912O";"Poliklinisk konsultasjon vedr andre sykdommer i mannlige kjønnsorganer";0.033;0;;0.033;12;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"913A";"Poliklinisk konsultasjon vedr ondartet svulst i kvinnelige kjønnsorganer";0.036;0;;0.036;13;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"913B";"Poliklinisk konsultasjon vedrørende infertilitet";0.041;0;;0.041;40;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"913O";"Poliklinisk konsultasjon vedr andre sykdommer i kvinnelige kjønnsorganer";0.034;0;;0.034;13;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"914O";"Poliklinisk konsultasjon vedrørende svangerskap, fødsel og barseltid";0.022;0;;0.022;14;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"914P";"Obstetrisk diagnostisk tiltak, inkludert screening av gravide";0.026;0;;0.026;14;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"914Q";"Fosterdiagnostiske undersøkelser";0.027;0;;0.027;14;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"915O";"Poliklinisk konsultasjon vedrørende perinatale tilstander uten signifikant prosedyre";0.030;0;;0.030;15;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"916O";"Poliklinisk konsultasjon vedr sykdommer ved bloddannelse eller i immunsystemet";0.067;0;;0.067;16;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"917A";"Pol kons vedr lymfom, leukemi, myelomatose og visse andre benmargssykdommer";0.058;0;;0.058;17;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"917O";"Poliklinisk konsultasjon vedr myeloproliferative tilstander eller udifferensierte svulster";0.032;0;;0.032;17;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"918O";"Poliklinisk konsultasjon vedrørende infeksjons- og parasittsykdommer uten signifikant prosedyre";0.033;0;;0.033;18;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"919O";"Poliklinisk konsultasjon vedrørende mentale tilstander uten signifikant prosedyre";0.114;0;;0.114;19;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"91A";"Lungebetennelse og pleuritt 0-17 år m/bk";1.321;8;"M";1.321;4;0;"Ordinære innleggelser med overnatting";0;1;"91A_91B";"Ja"
"91B";"Lungebetennelse og pleuritt 0-17 år u/bk";0.801;5;"M";0.801;4;0;"Ordinære innleggelser med overnatting";0;0;"91A_91B";"Ja"
"921O";"Poliklinisk konsultasjon vedr skader/ forgiftninger/ skadelige medikamentvirkninger";0.053;0;;0.053;21;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"922O";"Poliklinisk konsultasjon vedr brannskader uten signifikant prosedyre";0.035;0;;0.035;22;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"923O";"Pol kons vedr faktorer som har betydning for helsetilstanden/ kontakt med helsetjenesten";0.017;0;;0.017;23;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"930A";"Poliklinisk konsultasjon vedr ondartet svulst i bryst";0.036;0;;0.036;30;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"930O";"Poliklinisk konsultasjon vedrørende sykdommer i bryst";0.024;0;;0.024;30;0;"Polikliniske konsultasjoner";1;"Null";"Null";"Ja"
"959W";"Palliativ dagbehandling i regi av palliativt senter";0.092;0;;0.092;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"980A";"ØH-relaterte tilstander i nervesystemet uten overnatting";0.193;0;;0.204;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"980C";"ØH-relaterte øre-nese-hals-tilstander uten overnatting";0.202;0;;0.211;3;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"980D";"ØH-relaterte tilstander i nedre luftveier uten overnatting";0.158;0;;0.176;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"980E";"ØH-relaterte hjerte- og kartilstander uten overnatting";0.159;0;;0.214;5;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"980F";"ØH-relaterte tilstander i fordøyelsessystemet uten overnatting";0.164;0;;0.206;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"980H";"ØH-relaterte muskel- og skjelettilstander uten overnatting";0.166;0;;0.218;8;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
"980T";"ØH-relaterte rusmiddelfremkalte og psykiatriske tilstander som krever somatisk behandling uten overnatting";0.239;0;;0.235;19;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
