"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"DRG_CCNivå";"DRG_CCGruppe"
"856G";"Poliklinisk medikamentell behandling av kreft i lever, galleveier og bukspyttkjertel";0.115;0;;0.115;7;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"856J";"Poliklinisk medikamentell behandling av malignt melanom";0.912;0;;0.912;9;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"856K";"Poliklinisk medikamentell behandling av brystkreft";0.183;0;;0.183;30;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"856M";"Poliklinisk medikamentell behandling av kreft i nyre og urinveier";0.195;0;;0.195;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"856N";"Poliklinisk medikamentell behandling av svulst i mannlige kjønnsorganer";0.221;0;;0.221;12;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"856O";"Poliklinisk medikamentell behandling av svulst i kvinnelige kjønnsorganer";0.260;0;;0.260;13;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"856R";"Poliklinisk medikamentell behandling av kreft i bloddannende organer og lymfatisk vev";0.237;0;;0.237;17;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"856X";"Poliklinisk medikamentell behandling av andre kreftformer";0.152;0;;0.152;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"862B";"Dagrehabilitering";0.120;0;;0.120;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"862O";"Poliklinisk rehabilitering";0.035;0;;0.035;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"877O";"Andre polikliniske kontakter for gjennomføring av middels omfattende prosedyrer";0.063;0;;0.063;40;0;"Polikliniske konsultasjoner";"Null";"Null"
"8O";"Perifere, hjerne- og andre nerveop, dagkirurgisk behandling";0.347;1;"K";0.347;1;0;"Dagkirurgi";"Null";"Null"
"901A";"Poliklinisk konsultasjon vedrørende hodepine";0.052;0;;0.052;1;0;"Polikliniske konsultasjoner";"Null";"Null"
"901B";"Poliklinisk konsultasjon vedrørende epilepsi og andre krampetilstander";0.058;0;;0.058;1;0;"Polikliniske konsultasjoner";"Null";"Null"
"901C";"Poliklinisk konsultasjon vedr sykdom i perifere nerver";0.050;0;;0.050;1;0;"Polikliniske konsultasjoner";"Null";"Null"
"901D";"Poliklinisk konsultasjon vedr MS, degenerative og visse andre nevr lidelser";0.059;0;;0.059;1;0;"Polikliniske konsultasjoner";"Null";"Null"
"901E";"Annen poliklinisk konsultasjon vedr smerterelaterte tilstander";0.058;0;;0.058;1;0;"Polikliniske konsultasjoner";"Null";"Null"
"901O";"Poliklinisk konsultasjon vedr andre sykdommer i nervesystemet";0.065;0;;0.065;1;0;"Polikliniske konsultasjoner";"Null";"Null"
"902O";"Poliklinisk konsultasjon vedrørende andre øyesykdommer";0.027;0;;0.027;2;0;"Polikliniske konsultasjoner";"Null";"Null"
"903A";"Poliklinisk konsultasjon vedr betennelsestilstander i ØNH-regionen";0.036;0;;0.036;3;0;"Polikliniske konsultasjoner";"Null";"Null"
"903B";"Poliklinisk konsultasjon vedr sykdommer og skader i kjeve, tenner eller munnhule";0.037;0;;0.037;3;0;"Polikliniske konsultasjoner";"Null";"Null"
"903C";"Poliklinisk konsultasjon vedr søvnapne";0.022;0;;0.022;3;0;"Polikliniske konsultasjoner";"Null";"Null"
"903O";"Poliklinisk konsultasjon vedr andre sykdommer i øre-nese-hals";0.030;0;;0.030;3;0;"Polikliniske konsultasjoner";"Null";"Null"
"904A";"Poliklinisk konsultasjon vedr astma og bronkitt";0.054;0;;0.054;4;0;"Polikliniske konsultasjoner";"Null";"Null"
"904B";"Poliklinisk konsultasjon vedr KOLS";0.055;0;;0.055;4;0;"Polikliniske konsultasjoner";"Null";"Null"
"904C";"Poliklinisk konsultasjon vedr svulst i lunger, bronkier eller mediastinum";0.047;0;;0.047;4;0;"Polikliniske konsultasjoner";"Null";"Null"
"904D";"Poliklinisk konsultasjon vedr infeksjon i nedre luftveier";0.067;0;;0.067;4;0;"Polikliniske konsultasjoner";"Null";"Null"
"904O";"Poliklinisk konsultasjon vedr andre sykdommer i nedre luftveier/ lunge";0.054;0;;0.054;4;0;"Polikliniske konsultasjoner";"Null";"Null"
"905A";"Pol konsultasjon vedr atrieflimmer og andre rytme- eller ledningsforstyrrelser";0.040;0;;0.040;5;0;"Polikliniske konsultasjoner";"Null";"Null"
"905B";"Poliklinisk konsultasjon vedr hypertensjon";0.044;0;;0.044;5;0;"Polikliniske konsultasjoner";"Null";"Null"
"905C";"Pol konsultasjon vedr angina pectoris og iskemisk hjertesykdom, unntatt AMI";0.050;0;;0.050;5;0;"Polikliniske konsultasjoner";"Null";"Null"
"905D";"Poliklinisk konsultasjon vedr hjertesvikt";0.037;0;;0.037;5;0;"Polikliniske konsultasjoner";"Null";"Null"
"905E";"Poliklinisk konsultasjon vedrørende sykdom i perifere blodkar";0.039;0;;0.039;5;0;"Polikliniske konsultasjoner";"Null";"Null"
"905O";"Poliklinisk konsultasjon vedrørende andre kretsløpsykdommer";0.046;0;;0.046;5;0;"Polikliniske konsultasjoner";"Null";"Null"
"906A";"Poliklinisk konsultasjon vedr svulst i fordøyelseskanalen";0.047;0;;0.047;6;0;"Polikliniske konsultasjoner";"Null";"Null"
"906B";"Poliklinisk konsultasjon vedr inflammatorisk tarmsykdom";0.071;0;;0.071;6;0;"Polikliniske konsultasjoner";"Null";"Null"
"906C";"Poliklinisk konsultasjon vedr smerte i mageregionen";0.062;0;;0.062;6;0;"Polikliniske konsultasjoner";"Null";"Null"
"906O";"Poliklinisk konsultasjon vedrørende andre fordøyelsessykdommer";0.046;0;;0.046;6;0;"Polikliniske konsultasjoner";"Null";"Null"
"907A";"Poliklinisk konsultasjon vedr hepatitt og andre ikke-maligne leverlidelser";0.043;0;;0.043;7;0;"Polikliniske konsultasjoner";"Null";"Null"
"907B";"Poliklinisk konsultasjon vedr galleveislidelser";0.048;0;;0.048;7;0;"Polikliniske konsultasjoner";"Null";"Null"
"907O";"Poliklinisk konsultasjon vedrørende andre sykdommer i lever og galleveier";0.060;0;;0.060;7;0;"Polikliniske konsultasjoner";"Null";"Null"
"908A";"Pol kons vedr brudd, dislokasjon eller bløtdelsskade i armer, ben eller bekken";0.046;0;;0.046;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"908B";"Poliklinisk konsultasjon vedrørende artrose";0.038;0;;0.038;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"908C";"Poliklinisk konsultasjon vedr inflammatorisk leddsykdom";0.048;0;;0.048;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"908D";"Poliklinisk konsultasjon vedr systemiske bindevevssykdommer";0.058;0;;0.058;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"908E";"Poliklinisk konsultasjon vedr tendinitt og bursitt";0.038;0;;0.038;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"908F";"Poliklinisk konsultasjon vedr lidelser og skader i rygg og nakke";0.046;0;;0.046;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"908G";"Poliklinisk konsultasjon vedr myositt";0.038;0;;0.038;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"908H";"Poliklinisk konsultasjon vedr osteoporose";0.091;0;;0.091;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"908O";"Poliklinisk konsultasjon vedrørende andre sykdommer i bevegelsesapparatet";0.031;0;;0.031;8;0;"Polikliniske konsultasjoner";"Null";"Null"
"909A";"Poliklinisk konsultasjon vedrørende mindre hudskader";0.052;0;;0.052;9;0;"Polikliniske konsultasjoner";"Null";"Null"
"909B";"Poliklinisk konsultasjon vedrørende kroniske sår";0.029;0;;0.029;9;0;"Polikliniske konsultasjoner";"Null";"Null"
"909C";"Poliklinisk konsultasjon vedrørende svulster i hud og underhud";0.030;0;;0.030;9;0;"Polikliniske konsultasjoner";"Null";"Null"
"909D";"Poliklinisk konsultasjon vedr psoriasis og andre papuloskvamøse lidelser";0.037;0;;0.037;9;0;"Polikliniske konsultasjoner";"Null";"Null"
"909E";"Poliklinisk konsultasjon vedr eksem og dermatitt";0.028;0;;0.028;9;0;"Polikliniske konsultasjoner";"Null";"Null"
"909O";"Poliklinisk konsultasjon vedr andre sykdommer i hud og underhud";0.033;0;;0.033;9;0;"Polikliniske konsultasjoner";"Null";"Null"
"910A";"Poliklinisk konsultasjon vedrørende diabetes mellitus";0.037;0;;0.037;10;0;"Polikliniske konsultasjoner";"Null";"Null"
"910B";"Poliklinisk konsultasjon vedrørende sykdom i skjoldbruskkjertelen";0.043;0;;0.043;10;0;"Polikliniske konsultasjoner";"Null";"Null"
"910C";"Poliklinisk konsultasjon vedrørende fedme og overvekt";0.040;0;;0.040;10;0;"Polikliniske konsultasjoner";"Null";"Null"
"910O";"Poliklinisk konsultasjon vedr andre endokrine/ernærings-/ stoffskiftesykdommer";0.051;0;;0.051;10;0;"Polikliniske konsultasjoner";"Null";"Null"
"911A";"Poliklinisk konsultasjon vedrørende nyresvikt";0.037;0;;0.037;11;0;"Polikliniske konsultasjoner";"Null";"Null"
"911B";"Poliklinisk konsultasjon vedrørende svulst i urinveiene";0.036;0;;0.036;11;0;"Polikliniske konsultasjoner";"Null";"Null"
"911C";"Poliklinisk konsultasjon vedr oppfølging av nyretransplanterte";0.035;0;;0.035;11;0;"Polikliniske konsultasjoner";"Null";"Null"
"911O";"Poliklinisk konsultasjon vedr andre sykdommer i nyre og urinveier";0.040;0;;0.040;11;0;"Polikliniske konsultasjoner";"Null";"Null"
"912A";"Poliklinisk konsultasjon vedr ondartet svulst i mannlige kjønnsorgan";0.035;0;;0.035;12;0;"Polikliniske konsultasjoner";"Null";"Null"
"912O";"Poliklinisk konsultasjon vedr andre sykdommer i mannlige kjønnsorganer";0.035;0;;0.035;12;0;"Polikliniske konsultasjoner";"Null";"Null"
"913A";"Poliklinisk konsultasjon vedr ondartet svulst i kvinnelige kjønnsorganer";0.039;0;;0.039;13;0;"Polikliniske konsultasjoner";"Null";"Null"
"913B";"Poliklinisk konsultasjon vedrørende infertilitet";0.030;0;;0.030;40;0;"Polikliniske konsultasjoner";"Null";"Null"
"913O";"Poliklinisk konsultasjon vedr andre sykdommer i kvinnelige kjønnsorganer";0.037;0;;0.037;13;0;"Polikliniske konsultasjoner";"Null";"Null"
"914O";"Poliklinisk konsultasjon vedrørende svangerskap, fødsel og barseltid";0.020;0;;0.020;14;0;"Polikliniske konsultasjoner";"Null";"Null"
"914P";"Obstetrisk diagnostisk tiltak, inkludert screening av gravide";0.025;0;;0.025;14;0;"Polikliniske konsultasjoner";"Null";"Null"
"914Q";"Fosterdiagnostiske undersøkelser";0.023;0;;0.023;14;0;"Polikliniske konsultasjoner";"Null";"Null"
"915O";"Poliklinisk konsultasjon vedrørende perinatale tilstander uten signifikant prosedyre";0.027;0;;0.027;15;0;"Polikliniske konsultasjoner";"Null";"Null"
"916O";"Poliklinisk konsultasjon vedr sykdommer ved bloddannelse eller i immunsystemet";0.053;0;;0.053;16;0;"Polikliniske konsultasjoner";"Null";"Null"
"917A";"Pol kons vedr lymfom, leukemi, myelomatose og visse andre benmargssykdommer";0.042;0;;0.042;17;0;"Polikliniske konsultasjoner";"Null";"Null"
"917O";"Poliklinisk konsultasjon vedr myeloproliferative tilstander eller udifferensierte svulster";0.047;0;;0.047;17;0;"Polikliniske konsultasjoner";"Null";"Null"
"918O";"Poliklinisk konsultasjon vedrørende infeksjons- og parasittsykdommer uten signifikant prosedyre";0.035;0;;0.035;18;0;"Polikliniske konsultasjoner";"Null";"Null"
"919O";"Poliklinisk konsultasjon vedrørende mentale tilstander uten signifikant prosedyre";0.090;0;;0.090;19;0;"Polikliniske konsultasjoner";"Null";"Null"
"91A";"Lungebetennelse og pleuritt 0-17 år m/bk";1.335;8;"M";1.335;4;0;"Ordinære innleggelser med overnatting";1;"91A_91B"
"91B";"Lungebetennelse og pleuritt 0-17 år u/bk";0.842;5;"M";0.842;4;0;"Ordinære innleggelser med overnatting";0;"91A_91B"
"921O";"Poliklinisk konsultasjon vedr skader/ forgiftninger/ skadelige medikamentvirkninger";0.053;0;;0.053;21;0;"Polikliniske konsultasjoner";"Null";"Null"
"922O";"Poliklinisk konsultasjon vedr brannskader uten signifikant prosedyre";0.037;0;;0.037;22;0;"Polikliniske konsultasjoner";"Null";"Null"
"923O";"Pol kons vedr faktorer som har betydning for helsetilstanden/ kontakt med helsetjenesten";0.017;0;;0.017;23;0;"Polikliniske konsultasjoner";"Null";"Null"
"930A";"Poliklinisk konsultasjon vedr ondartet svulst i bryst";0.037;0;;0.037;30;0;"Polikliniske konsultasjoner";"Null";"Null"
"930O";"Poliklinisk konsultasjon vedrørende sykdommer i bryst";0.037;0;;0.037;30;0;"Polikliniske konsultasjoner";"Null";"Null"
"959W";"Palliativ dagbehandling i regi av palliativt senter";0.108;0;;0.108;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"980A";"ØH-relaterte tilstander i nervesystemet uten overnatting";0.114;0;;0.204;1;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"980C";"ØH-relaterte øre-nese-hals-tilstander uten overnatting";0.107;0;;0.211;3;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"980D";"ØH-relaterte tilstander i nedre luftveier uten overnatting";0.124;0;;0.176;4;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"980E";"ØH-relaterte hjerte- og kartilstander uten overnatting";0.105;0;;0.214;5;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"980F";"ØH-relaterte tilstander i fordøyelsessystemet uten overnatting";0.097;0;;0.206;6;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"980H";"ØH-relaterte muskel- og skjelettilstander uten overnatting";0.095;0;;0.218;8;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"980T";"ØH-relaterte rusmiddelfremkalte og psykiatriske tilstander som krever somatisk behandling uten overnatting";0.235;0;;0.235;19;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"980U";"Skader, forgiftninger og utilsiktede medikamentvirkninger uten overnatting";0.181;0;;0.252;21;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"980X";"Andre ØH-relaterte tilstander uten overnatting";0.135;0;;0.193;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"981X";"Innleggelse uten overnatting for andre tilstander";0.161;0;;0.161;40;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"98A";"Bronkitt og astma 0-17 år m/bk";1.212;7;"M";1.212;4;0;"Ordinære innleggelser med overnatting";1;"98A_98B"
"98B";"Bronkitt og astma 0-17 år u/bk";0.716;5;"M";0.716;4;0;"Ordinære innleggelser med overnatting";0;"98A_98B"
"996O";"Behandlingstiltak rettet mot en gruppe pasienter";0.017;0;;0.017;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"996P";"Behandlingstiltak rettet mot en gruppe pasienter i utvalgte HDG-er";0.017;0;;0.017;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"997O";"Tverrfaglig utredning";0.107;0;;0.107;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"998O";"Grupperettet pasientopplæring";0.023;0;;0.000;23;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"359Q";"Intervensjoner på embryo eller prøverørsbehandling med mikroinjeksjon (ICSI), dagkirurgisk behandling";0.284;1;"K";0.284;13;0;"Dagkirurgi";"Null";"Null"
"112P";"Perkutan ablasjonsbehandling for hjertearytmi, dagkirurgisk behandling";0.618;1;"K";0.618;5;0;"Dagkirurgi";"Null";"Null"
"112Q";"Annen perkutan kardiovaskulær prosedyre, dagkirurgisk behandling";0.618;1;"K";0.618;5;0;"Dagkirurgi";"Null";"Null"
